id,price
0,8.7872678055452
1,6.5988489468108815
2,6.693000977766085
3,6.859630442514927
4,9.607235944529233
5,9.33562024860936
6,8.238440710628787
7,8.531419180841862
8,6.601391255773732
9,7.918736619187328
10,8.419529555329623
11,6.453568679316678
12,8.341422282661236
13,8.395907442631742
14,8.467704581148908
15,6.563721484291507
16,7.853931380837935
17,8.822912425082173
18,8.3089755990035
19,7.944812888462405
20,9.599976665320485
21,9.359788434284056
22,6.213323238755086
23,6.528843024815991
24,8.313232073278888
25,6.682537541702829
26,8.304680834830481
27,8.530906461997235
28,9.505094603937982
29,6.9398184204338795
30,6.379997537709015
31,7.885118665302143
32,8.778146003170216
33,7.8964056787161345
34,7.776192022807466
35,8.27927367158622
36,6.7659755249780975
37,7.557573400804866
38,6.838202353827439
39,9.307247875141806
40,9.659344132431015
41,7.01499645807736
42,6.309539618140612
43,6.468204073337103
44,6.8141084452852345
45,9.494783683653106
46,9.199940333720235
47,6.822117682379538
48,8.623939577414141
49,9.02376267480592
50,7.200770221163629
51,6.900622535575715
52,7.963316144860691
53,8.635758880469778
54,6.602014548997087
55,7.43047036865055
56,8.08485352749226
57,6.9232511948130995
58,6.320321134407434
59,8.584692060339394
60,6.455440331071802
61,8.170803701460303
62,8.867901087027738
63,6.698848766007815
64,8.620788314182935
65,7.115501887974853
66,6.987740587478498
67,8.788982444454009
68,7.227076755115926
69,7.423373198736053
70,8.783718238657281
71,8.172360576223818
72,8.488499348070668
73,7.337520141443302
74,8.54045416098929
75,6.516810691730324
76,9.040119038340189
77,8.015283887220384
78,6.239348209590968
79,7.770115113433392
80,8.505278734836613
81,7.3942480387545615
82,9.040119038340189
83,6.791930146476261
84,8.298234774329135
85,9.5261401408415
86,6.860368594628227
87,6.715948563794888
88,7.74043381792281
89,8.585944821990605
90,6.799757114112654
91,7.435180466330728
92,8.431948466214576
93,6.668006690853877
94,7.570405739343945
95,7.054802845329713
96,7.679561375328254
97,6.824407819688691
98,7.7089026970793775
99,9.557755061219755
100,7.115501887974853
101,7.038963940163785
102,6.9331786335328305
103,6.382901257500437
104,7.0647200766274665
105,8.810171565588668
106,7.89968011342843
107,9.32337749357967
108,7.097443440512562
109,7.950988771057957
110,7.264508046112643
111,6.4948158771330835
112,7.9180909926901375
113,6.282014757384949
114,8.86956880056661
115,7.631915899038136
116,6.84769224493818
117,8.527418401272772
118,8.617388654624028
119,6.808386382947701
120,6.290962204523999
121,8.599151801794445
122,7.592607873244749
123,8.127064121633241
124,6.771349247163579
125,6.719005619700991
126,7.312091536502981
127,6.621138348157991
128,6.435665873995212
129,6.264435506402752
130,6.71298189606604
131,8.756297755562276
132,7.648933006459179
133,6.1628775558707565
134,9.586197568142063
135,8.39026746971325
136,8.02341632122612
137,7.192246251954588
138,7.046569244145629
139,6.675057603681246
140,8.92858490465414
141,6.679265670296154
142,7.570405739343945
143,6.813625180889517
144,8.494708629836596
145,8.46212323298688
146,7.311020805981021
147,8.131944201349674
148,7.884642976501553
149,8.392965740710341
150,8.05516741631303
151,8.443163806863643
152,7.459813690366125
153,8.21057703404479
154,6.482670554779994
155,8.704877879245158
156,6.871187788368974
157,6.940751841045014
158,8.601783690855145
159,7.729455704025273
160,8.390794602276017
161,8.193857617258507
162,8.177770831078991
163,8.739883195261589
164,7.962814202310868
165,6.6337432282450335
166,8.647490892548285
167,9.107434561244109
168,6.851508665167274
169,8.455275004312163
170,7.168871797680966
171,8.81765054402658
172,8.57455050983458
173,6.328600946071962
174,9.576670052855523
175,8.544173565679436
176,6.920695837885414
177,8.656028135862757
178,7.767215841106994
179,7.153122523091791
180,6.5771875377694515
181,6.577275437125529
182,8.144157052157874
183,7.4292155139343174
184,7.9793294912469035
185,6.46647807954918
186,8.613286111513379
187,6.830685412934043
188,7.834942388485659
189,7.234806118695359
190,7.878533615173904
191,7.007734635966396
192,8.488311351942977
193,6.534380246551704
194,9.282923785440245
195,6.378287487912983
196,6.715762007342478
197,6.842604289703433
198,7.58694794845514
199,8.75431474118045
200,9.57956652354354
201,7.989276470305425
202,8.657503545745445
203,8.831611346922816
204,6.788360025818734
205,9.16606041122277
206,8.130722969048591
207,8.48472229092967
208,7.919639742748235
209,7.8813551250801845
210,8.416784842233193
211,7.9924951584100175
212,8.615541574590429
213,9.472281684472375
214,6.440146075679514
215,8.235433726078993
216,9.123756184396699
217,8.632864931939684
218,9.176478724775999
219,6.8540557266613655
220,9.359573625348082
221,7.079129260214473
222,7.7785478309505045
223,7.799471527608457
224,7.0031022190479035
225,6.304904520936165
226,6.400165233182763
227,7.645317636209818
228,6.602594121313505
229,6.509259757975946
230,7.454026427113505
231,6.370085491514899
232,7.479098888216832
233,7.5632790756999615
234,8.434127070280105
235,6.136868712250729
236,6.325816795872687
237,8.650667309762147
238,6.655177283808168
239,7.826754076812506
240,7.598553001652714
241,8.058760242908944
242,6.619614787615485
243,7.096640280003226
244,6.057321958341438
245,6.7145029370651335
246,6.385513453445916
247,7.871256563097721
248,7.3126141346071805
249,9.288953387163021
250,6.838202353827439
251,7.8813551250801845
252,7.617805302505199
253,9.005582425808846
254,9.451708424840767
255,9.584608891292936
256,8.230604468722426
257,9.61253329152101
258,6.5020832951675525
259,6.692366191954466
260,8.476116871228394
261,9.047515196324534
262,7.110680438493106
263,6.802409125303712
264,7.77915896433809
265,6.6977733655666665
266,7.203108644721481
267,8.666444266757052
268,7.251134580678833
269,8.918685259885166
270,8.431200073268517
271,8.411841738169075
272,6.627964940515611
273,7.308519960660335
274,8.43104056342728
275,6.814859361281015
276,8.472178583297842
277,8.68091657489693
278,7.514414962690941
279,6.502106895981288
280,6.671556040298412
281,7.115501887974853
282,9.30646507702816
283,8.573280450780999
284,9.597360236876362
285,7.396873863273772
286,7.24839677738565
287,8.101137099397725
288,9.180463418398542
289,7.488091062456126
290,6.469257154573765
291,9.282776292312501
292,8.187508566726356
293,8.437758102075817
294,7.9936659003227515
295,6.730477123972065
296,6.602594121313505
297,9.33728576263839
298,9.353627909859602
299,7.090133316381041
300,7.9756948194462876
301,6.858085170968469
302,8.156521396211152
303,6.5288003516383135
304,8.624700971076033
305,8.748266907084924
306,6.666793985173045
307,6.808732582709987
308,6.613014162816006
309,6.60839815954146
310,6.333378322987217
311,9.030653152709483
312,7.546571550774811
313,8.678803531428779
314,7.698218995887127
315,8.653995555766256
316,6.438772049096486
317,7.414486191314857
318,8.88265365867108
319,9.23141198230125
320,8.4147305216302
321,7.397988979826895
322,6.47386370533077
323,7.384926093439547
324,8.487450065381282
325,7.4953052000677
326,7.385673566336313
327,6.376228914157157
328,6.516276377703411
329,8.301323764404843
330,7.69048558394883
331,6.793795054080121
332,7.350465141957566
333,6.334990438058587
334,6.999148139775251
335,6.225546966265444
336,8.899539728602315
337,7.306034493281752
338,9.260475119308442
339,6.42171181705196
340,7.241127345214404
341,8.445464799666947
342,7.34630897628237
343,8.611105701957246
344,8.600373034095528
345,6.698848766007815
346,7.6998957524123535
347,9.146154010550873
348,6.762816074855254
349,6.601391255773732
350,6.194806479120023
351,6.547314683244433
352,6.712942330323494
353,8.160424896465871
354,6.70124211919496
355,8.195771436358593
356,6.5267323021360415
357,6.482389802190624
358,6.291002405044834
359,8.365611016556489
360,8.424766213998726
361,8.824658744313352
362,7.99706270165829
363,6.654796489492454
364,8.626606310568828
365,6.564926731043347
366,7.5978026123295335
367,7.1303960105778845
368,6.796774610890345
369,7.113342696276188
370,9.600423834811892
371,8.211603429974675
372,6.478382684497773
373,6.451259088979414
374,6.331661288777495
375,6.407483154212973
376,6.727523151416832
377,9.588844105751532
378,6.643106520474855
379,9.17483287846349
380,7.424839095628967
381,9.518756311512453
382,8.229868703330524
383,9.290174619464104
384,7.6050969535564565
385,8.73841376807286
386,6.365694457995012
387,6.655955876576534
388,8.132624076021797
389,8.469473610172827
390,6.518194067572603
391,8.031399130106871
392,8.592105212246864
393,9.159818191379516
394,6.707245191124156
395,8.386421020152754
396,8.947856239401986
397,6.862500273988348
398,7.675266223119482
399,8.206818635769581
400,7.846615185754002
401,6.333378322987217
402,6.639476938658477
403,8.671628434277553
